Nome,ticker,valor,resumo_final,tag1,tag2,tag3,tag4,tag5
BR Partners,brbi11,https://www.investidor10.com.br,"Investidor10 is a Brazilian online financial platform aimed at investors interested in long-term investment strategies, particularly in the 'Buy and Hold' approach. The platform offers comprehensive tools, educational content, and financial analysis to assist investors in managing and optimizing their portfolios. Key services and products include a portfolio manager with integration to B3 (the Brazilian Stock Exchange), advanced filtering and comparison tools for assets like stocks, real estate funds (FIIs), cryptocurrencies, and international investments. It provides extensive market data, rankings, dividend schedules, tax assistance tools (IRPF), and a wide range of investment courses covering stocks, fixed income, cryptocurrencies, real estate funds, and financial literacy. Investidor10 also offers a PRO subscription with enhanced features such as exclusive reports, recommended portfolios, and integration capabilities to facilitate investment decisions and reporting. The platform's content is informational and educational, designed to empower investors with knowledge and tools needed for making well-informed long-term investment decisions.","['Financials', 'Consumer Discretionary']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services', 'Education and Training Services']","['Bank offered products', 'Securities', 'Banking and investment', 'Educational institutions', 'Specialized educational services', 'Alternative educational systems']","['Investment accounts', 'Investment advice', 'Equity based securities', 'Debt based securities', 'Securities and commodities markets services']","['Education savings account', 'Investment advisers', 'Investment analysis', 'Market data', 'Basic investment account']"
Gafisa,gfsa3,https://www.gafisa.com.br,"Gafisa is one of Brazil's largest real estate developers and construction companies with over 70 years of experience. It has completed more than 1,200 projects spanning over 16 million square meters, mainly focusing on high-end residential and commercial real estate. Their portfolio includes residential apartments, commercial buildings, hotel properties, and planned communities across more than 40 Brazilian cities. Gafisa offers services in real estate development, construction, sales, and investment opportunities. The company emphasizes innovation, sustainability, and strong community relations, and is publicly traded on the Brazilian stock exchange (B3).",['Real Estate'],['Land and Buildings and Structures and Thoroughfares'],"['Permanent buildings and structures', 'Prefabricated buildings and structures']","['Accommodation buildings and structures', 'Commercial and entertainment buildings and structures']","['Flat or apartment', 'Residential home', 'Shopping center']"
Sanepar,sapr3,https://www.sanepar.com.br,"Sanepar, Companhia de Saneamento do Paraná, is a Brazilian company specializing in public water supply, sewage collection and treatment, and solid waste management. It provides treated water to residential, commercial, and industrial customers, collects and treats sewage including sludge disposal, and manages organic waste. The company emphasizes sustainability, social responsibility, transparency, and innovation in its operations. Services include new water and sewage connections, maintenance, digital account management, and dedicated customer support. Sanepar serves municipalities, large clients (industries, condominiums, commerce), and public authorities, aiming to achieve universal coverage of water and sewage services in Paraná state. Additionally, it promotes environmental education, diversity and inclusion, data privacy, and partnerships for technological development. The company offers digital platforms to facilitate customer interaction and payment, and actively invests in infrastructure projects to enhance service quality and environmental protection.",['Utilities'],['Public Utilities and Public Sector Related Services'],['Utilities'],['Water and sewer utilities'],"['Supply of water', 'Water distribution management', 'Sewage collection and treatment', 'Water treatment services', 'Service water']"
Mahle Metal Leve,leve3,https://www.mahle.com.br,"MAHLE is a leading international automotive technology company, founded in 1920, that develops and supplies components primarily for passenger cars and commercial vehicles. The company focuses on sustainable, climate-neutral mobility solutions including electrification, thermal management, fuel cells, and efficient combustion engines using renewable fuels like hydrogen. MAHLE's product range includes electric drive systems, electrical auxiliaries, electronics, air conditioning, air and oil management, cooling systems, cylinder components, fuel management, mechatronics, piston systems, valve trains, and e-bike systems. They also provide services such as climatic wind tunnel testing, engine testing, engineering, module testing, thermal management services, and transmissions. Additionally, MAHLE offers aftermarket parts and services for trade partners, workshops, and repair shops, leveraging expertise in electrification and digitalization. The company operates globally with extensive R&D centers and production sites, serving clients worldwide with components found in one out of every two vehicles globally.","['Industrials', 'Consumer Discretionary']","['Vehicles and their Accessories and Components', 'Industrial Production and Manufacturing Services', 'Engineering and Research and Technology Based Services']","['Motor vehicles', 'Transportation components and systems', 'Manufacturing technologies', 'Machinery and transport equipment manufacture', 'Professional engineering services']","['Passenger motor vehicles', 'Manufacture of transport equipment', 'Electric vehicle charging systems', 'Environmental control systems', 'Drivetrain systems', 'Research and development innovation and technology services']","['Motor vehicles manufacture services', 'Motor vehicles parts or accessories manufacture services', 'Electrically powered vehicle', 'Electric vehicle charging station', 'Hydrogen powered vehicle', 'Hydrogen passenger cars', 'Electric drive systems', 'Electric auxiliaries', 'Fuel cells']"
Technos,tecn3,https://www.statusinvest.com.br,"Status Invest is a financial investment platform that provides comprehensive tools, information, and services related to various investment assets primarily in the Brazilian and international markets. The company offers detailed data, analytics, and insights on stocks, real estate investment trusts (REITs), exchange-traded funds (ETFs), fixed income, cryptocurrencies, and other financial instruments. Its services include advanced search and analysis functionalities for stocks, IPOs, FIIs (Brazilian real estate funds), investment funds (FIAs, FIDCs, FIPs, FI-Infra, Fiagros), BDRs, Treasury bonds, and market indexes. Status Invest also offers personalized financial advisory services with several tiers of investment advisory plans (on-demand, exclusive, premium, private), designed to provide portfolio mapping, goal alignment, continuous monitoring by dedicated advisors, and fixed transparent fees. The advisory service emphasizes client-aligned interests and certified professional support to enhance investment strategies and growth. In addition, the platform features real-time data updates, dividend information, event calendars, and educational content like investment courses. Overall, Status Invest operates as a comprehensive investment management and advisory platform aiming to centralize investment tracking, provide research tools, and offer tailored financial advice to help investors make informed decisions and grow their wealth.",['Financials'],"['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Securities']","['Investment advice', 'Securities and commodities markets services', 'Funds transfer and clearance and exchange services']","['Investment advisers', 'Investment analysis', 'Financial asset management service', 'Investment policy', 'Market data']"
OceanPact,opct3,https://www.statusinvest.com.br,"Status Invest is a financial investment platform that provides comprehensive tools, information, and services related to various investment assets primarily in the Brazilian and international markets. The company offers detailed data, analytics, and insights on stocks, real estate investment trusts (REITs), exchange-traded funds (ETFs), fixed income, cryptocurrencies, and other financial instruments. Its services include advanced search and analysis functionalities for stocks, IPOs, FIIs (Brazilian real estate funds), investment funds (FIAs, FIDCs, FIPs, FI-Infra, Fiagros), BDRs, Treasury bonds, and market indexes. Status Invest also offers personalized financial advisory services with several tiers of investment advisory plans (on-demand, exclusive, premium, private), designed to provide portfolio mapping, goal alignment, continuous monitoring by dedicated advisors, and fixed transparent fees. The advisory service emphasizes client-aligned interests and certified professional support to enhance investment strategies and growth. In addition, the platform features real-time data updates, dividend information, event calendars, and educational content like investment courses. Overall, Status Invest operates as a comprehensive investment management and advisory platform aiming to centralize investment tracking, provide research tools, and offer tailored financial advice to help investors make informed decisions and grow their wealth.",['Financials'],"['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Securities', 'Insurance and retirement services']","['Investment advice', 'Securities and commodities markets services', 'Equity based securities', 'Debt based securities', 'Structured financial products']","['Investment advisers', 'Investment analysis', 'Market data', 'Financial asset management service', 'Exchange traded fund ETF']"
Itaúsa,itsa3,https://www.itausa.com.br,"Itaúsa is the largest publicly traded investment holding company in Brazil. Over its 50-year history, it has built a portfolio of seven leading companies with strong brands that are integral to the daily lives of Brazilians. Itaúsa focuses on investing in sectors that drive Brazil's development, emphasizing long-term value creation, solid governance, ethical conduct, and sustainable business practices. The company acts as a responsible agent of change, fostering sustainable growth and social impact through its investments and the Instituto Itaúsa, which promotes environmental conservation and social equity. Itaúsa's portfolio includes notable companies like Itaú Unibanco, Dexco, Alpargatas, Motiva, Aegea, Copa Energia, and NTS. Its main services involve managing investments in these diverse sectors, with a focus on governance, capital allocation, and promoting sustainability. Itaúsa also prioritizes transparency, investor relations, and ethical management across its operations.",['Financials'],"['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Development finance']","['Investment advice', 'Securities and commodities markets services']","['Investment advisers', 'Investment policy', 'Financial asset management service']"
Vittia,vitt3,https://www.statusinvest.com.br,"Status Invest is a financial investment platform that provides comprehensive tools, information, and services related to various investment assets primarily in the Brazilian and international markets. The company offers detailed data, analytics, and insights on stocks, real estate investment trusts (REITs), exchange-traded funds (ETFs), fixed income, cryptocurrencies, and other financial instruments. Its services include advanced search and analysis functionalities for stocks, IPOs, FIIs (Brazilian real estate funds), investment funds (FIAs, FIDCs, FIPs, FI-Infra, Fiagros), BDRs, Treasury bonds, and market indexes. Status Invest also offers personalized financial advisory services with several tiers of investment advisory plans (on-demand, exclusive, premium, private), designed to provide portfolio mapping, goal alignment, continuous monitoring by dedicated advisors, and fixed transparent fees. The advisory service emphasizes client-aligned interests and certified professional support to enhance investment strategies and growth. In addition, the platform features real-time data updates, dividend information, event calendars, and educational content like investment courses. Overall, Status Invest operates as a comprehensive investment management and advisory platform aiming to centralize investment tracking, provide research tools, and offer tailored financial advice to help investors make informed decisions and grow their wealth.",['Financials'],"['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Banking and investment', 'Securities']","['Investment advice', 'Securities and commodities markets services', 'Structured financial products']","['Investment advisers', 'Investment analysis', 'Financial asset management service', 'Exchange traded fund ETF', 'Market data']"
Paranapanema,pmam3,https://www.paranapanema.com.br,"Paranapanema S.A. is a Brazilian company specializing in the foundry and refining of primary copper and the production of semi-finished copper products and its alloys. It is the only company in Brazil to transform copper ore into metal. Its operations cover a large part of the industrial chain, including manufacturing and sales of products and by-products such as rods, drawn wires, laminates, bars, tubes, and fittings. Paranapanema operates three manufacturing units: the main plant in Dias D'Ávila (BA) produces cathodes, wires, rods, and copper by-products like anode slime and sulfuric acid; the unit in Santo André (SP) produces copper products and alloys including laminates, tubes, and bars; and the Serra (ES) facility manufactures copper fittings. The company emphasizes sustainability through environmental management systems and complies with recycling and environmental standards. Paranapanema is publicly traded on the B3 stock exchange under the code PMAM3, adheres to the highest corporate governance standards, and maintains a strong ethical code and transparent management.",['Materials'],"['Mineral and Textile and Inedible Plant and Animal Materials', 'Chemicals including Bio Chemicals and Gas Materials']","['Metals and ores and metals', 'Alloys']","['Basic steels', 'Nickel based super alloys']",['E24-2 or A37-2 steel']
Cemig,cmig3,https://www.cemig.com.br,"Cemig (Companhia Energética de Minas Gerais) is a leading integrated energy company in Brazil with operations across 26 states and the Federal District. Founded in 1952, Cemig operates in the generation, transmission, distribution, and commercialization of electric energy as well as the distribution of natural gas. The company manages a diverse portfolio including hydroelectric, wind, and photovoltaic power plants, and operates extensive transmission and distribution networks, primarily serving the state of Minas Gerais with over 9 million consumers in 774 municipalities. Cemig is also a major player in the free energy market and a leading commercializer of electric energy in Brazil. Additionally, through its subsidiary Gasmig, it exclusively distributes natural gas in Minas Gerais to various sectors including industrial, residential, commercial, and automotive. Cemig promotes sustainability, efficiency, and innovation in energy solutions and provides a range of services such as new connections, billing, customer service channels, energy efficiency programs, and initiatives in social responsibility and environmental conservation. The company is publicly traded on the São Paulo, New York, and Madrid stock exchanges and is recognized for its commitment to compliance, transparency, and ethical practices.",['Energy'],['Mining and oil and gas services'],"['Oil and gas exploration services', 'Oil and gas extraction and production enhancement services', 'Oil and gas restoration and reclamation services']",['Other logging services'],['General well logging services']
Banco Pine,pine4,https://www.pine.com,"Banco Pine is a Brazilian financial institution founded in 1997 with a tradition in the financial market dating back to 1939. The bank focuses on offering customized financial solutions with an emphasis on agility, competence, and long-term profitable relationships with clients. Their main product categories include credit products such as working capital loans, commercial notes, guarantees, confirming, and financing solutions; investment products like CDBs and financial letters; currency and trade finance; derivatives including NDF and swaps; capital markets services; insurance; and sector-specific solutions for agribusiness and real estate. Additionally, Banco Pine provides digital investment platforms and consumer credit products including payroll loans and worker credit. The bank prioritizes robust corporate governance, risk management, and cybersecurity measures to safeguard client assets. It operates throughout Brazil with offices in key cities and maintains a focus on diversified operations, capital efficiency, and sustainable growth.",['Financials'],"['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services']","['Bank offered products', 'Banking and investment', 'Insurance and retirement services', 'Monetary instruments or currency', 'Credit agencies']","['Banking institutions', 'Account based credit products', 'Investment accounts', 'Card based revolving credit products', 'Electronic fund transfer and payment products']","['Privately owned banks', 'Working capital loans', 'Consumer credit products', 'Payroll loans', 'Commercial notes']"
Fras-le,fras3,https://www.fras-le.com.br,"Fras-le is a company specializing in the manufacturing and supply of automotive parts. They focus on high-quality products, emphasizing technology and continuous development in their production processes. The company offers a range of automotive components, particularly brake systems and related parts, ensuring safety and reliability in their products. They also invest in employee training and capacity building to maintain quality standards. Fras-le is committed to privacy and data protection through their privacy policies.",['Industrials'],"['Manufacturing Components and Supplies', 'Industrial Manufacturing and Processing Machinery and Accessories']","['Hardware', 'Machine made parts']",['Miscellaneous hardware'],"['Inserts', 'Brake systems', 'Fastener assortment kit']"
LOG CP,logg3,https://www.logcp.com.br,"Log Commercial Properties (Log) is a leading Brazilian company specializing in the development, construction, management, and leasing of high-standard logistics warehouses (Class A warehouses) across all regions of Brazil. With over 2 million square meters of Gross Leasable Area (GLA) developed in 22 cities, it serves more than 200 large clients in sectors including e-commerce, retail, logistics, and pharmaceuticals. The company integrates the entire value chain, from land acquisition and construction to leasing, administration, and asset recycling, emphasizing geographic diversification, modular warehouse solutions, and integrated operations. Log is committed to environmental, social, and governance (ESG) initiatives such as using 100% renewable energy, professional training programs for communities and employees, and maintaining transparent ethical standards through its Code of Conduct and compliance programs. Its innovative services include a digital platform (Log+) that enhances client experience and operational efficiency.",['Real Estate'],['Land and Buildings and Structures and Thoroughfares'],"['Permanent buildings and structures', 'Land parcels']","['Industrial buildings and structures', 'Commercial land parcels']","['Warehouse store', 'Business park']"
Profarma,pfrm3,https://www.profarma.com.br,"Profarma is a Brazilian pharmaceutical distribution company operating for over 63 years. It specializes in the delivery of pharmaceutical products as well as hygiene and beauty products. Profarma operates across 17 states in Brazil with over 3,600 employees and 15 distribution centers. The company services more than 49,000 clients monthly, handling approximately 26,400 deliveries per day to 4,500 cities. Profarma's offerings include a wide product mix with over 17,000 items and 18,000 SKUs active. They also provide services such as electronic order processing and monitor delivery fleet via satellite. Their main business segments include pharmaceutical distribution and related logistics services.","['Health Care', 'Consumer Staples']","['Pharmaceutical Products incl. Contraceptives and Vaccines', 'Healthcare Services']","['Comprehensive health services', 'Medical practice', 'Medical science research and experimentation']","['Healthcare provider support persons', 'Health administration services', 'Pharmacists']","['Pharmaceutical preparation services', 'Commercial pharmaceutical services']"
Zamp,zamp3,https://www.zamp.com.br,"Zamp is a Brazilian company focused on sustainability and social responsibility, integrating environmental, social, and governance (ASG) principles into its business operations. The company emphasizes its history, commitment to sustainability, and community engagement. Zamp also provides various career opportunities and maintains active communication through its press releases. Their main services likely include sustainable business solutions and initiatives promoting environmental care and social development.","['Consumer Discretionary', 'Communication Services']","['Organizations and Clubs', 'Education and Training Services']","['Civic organizations and associations and movements', 'Work related organizations']","['Green associations', 'Charity organizations']","['Radical green associations', 'Ecological political organizations', 'Green activists movements or services']"
Fertilizantes Heringer,fher3,https://www.heringer.com.br,"Heringer is a Brazilian company primarily engaged in the production and commercialization of fertilizers. Established in 1968, the company has expanded its operations across Brazil with multiple production units. Heringer offers a diverse product portfolio including basic fertilizers, intermediate fertilizers, NPK blends, and specialized fertilizers tailored to various agricultural needs. The company emphasizes sustainability, quality, and research and development, operating excellence centers and maintaining a strong commitment to environmental policies. Heringer serves a broad customer base of over 40,000 clients including farmers, agricultural companies, commercial enterprises, and cooperatives across various regions and agricultural sectors in Brazil. Their strategic focus is on market leadership through expansion, product innovation, vertical integration, and customer service. They maintain robust logistics networks and prioritize workplace safety and ethical business practices. In 2022, EuroChem acquired a controlling stake in the company.",['Materials'],['Chemicals including Bio Chemicals and Gas Materials'],"['Additives', 'Compounds and mixtures']","['Indicators and Reagents', 'Chemical scavengers', 'Organic derivatives and substituted compounds', 'Inorganic compounds', 'Biochemicals', 'Mixtures']","['Organic acids or its substitutes', 'Organic salts or its substitutes', 'Laboratory chemicals', 'Inorganic acids', 'Industrial chemicals refinery']"
Estapar,alpk3,https://www.infomoney.com.br,"InfoMoney is a leading digital ecosystem in Brazil specializing in financial markets, investments, and business communication. Established in 2000 and part of the XP Inc. group, InfoMoney aims to democratize access to quality financial information to improve people's lives. Its offerings include news and analysis across various formats and platforms, covering markets, where to invest, politics, economy, and more. The company also provides educational content such as courses, ebooks, and financial tools like investment simulators and fund comparators. Additionally, InfoMoney hosts brands like Stock Pickers and Zero ao Topo, focusing on the financial sector and entrepreneurship. It offers customized solutions and special projects for various businesses and brands, accompanied by advertising and sponsored content services. InfoMoney operates with a dedicated customer service team and maintains strict policies on data privacy and user information, adhering to relevant laws such as Brazil's LGPD. Despite being part of XP Inc., its editorial content is produced independently to ensure unbiased and high-quality financial journalism.","['Financials', 'Information Technology', 'Consumer Discretionary']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services', 'Education and Training Services']","['Banking and investment', 'Educational institutions', 'Specialized educational services']","['Investment advice', 'Educational support services', 'Funds transfer and clearance and exchange services']","['Investment analysis', 'Financial asset management service', 'Educational planning service', 'Educational innovation service', 'Market data']"
Recrusul,rcsl3,https://www.recrusul.com.br,"Recrusul S.A. is a Brazilian company specializing in the manufacturing and sale of agricultural machinery. With over 65 years of experience, the company offers a range of products including tractor implements and tractors. Additionally, Recrusul provides after-sales services such as parts supply and technical assistance. The company focuses on resilience, innovation, and growth, serving the agricultural sector primarily through its products and supportive services.",['Industrials'],"['Farming and Fishing and Forestry and Wildlife Machinery and Accessories', 'Manufacturing Components and Supplies', 'Service Industry Machinery and Equipment and Supplies']",['Agricultural and forestry and landscape machinery and equipment'],"['Agricultural machinery for soil preparation', 'Agricultural machinery for planting and seeding', 'Agricultural machinery for harvesting']","['Tractor implements', 'Automated management system for agricultural machinery']"
Indústrias ROMI,romi3,https://www.romi.com,"Romi S.A. is a Brazilian multinational company established in 1930, specializing in the manufacture and sale of capital goods, particularly machine tools and plastic processing machinery. The company offers a diverse portfolio that includes machine tools such as machining centers, turning centers, CNC lathes, conventional lathes, vertical turning centers, vertical CNC lathes, heavy CNC lathes, boring machines, and robotic automation solutions. It also provides hybrid manufacturing technologies incorporating 3D printing. Additionally, Romi produces plastic injection molding and blow molding machines and supplies cast and machined iron parts. The company serves various industrial sectors including aerospace, defense, automotive, consumer goods, agricultural machinery, and industrial equipment. Romi operates globally with manufacturing units in Brazil and Germany, and has a wide international sales network, including subsidiaries and distributors in the Americas and Europe. It also offers pre-owned machinery, rental services, engineering services, technical support, training, and after-sales parts and services. Romi emphasizes innovation and invests significantly in research and development, maintaining numerous patents and collaborations with academics and global companies. Moreover, it upholds strong corporate governance, compliance, and social responsibility policies, including diversity, inclusion, anti-corruption, and social investment commitments.",['Industrials'],"['Industrial Manufacturing and Processing Machinery and Accessories', 'Manufacturing Components and Supplies', 'Tools and General Machinery']","['Industrial process machinery and equipment and supplies', 'Metal cutting machinery and accessories', 'Plastic processing machinery', 'Machine tools', 'Machined castings']","['Rubber and plastic processing machinery and equipment and supplies', 'Industrial machinery components and accessories', 'Robotics', 'Machine tools']","['Blow molding machines', 'Injection molding machines']"
Lupatech,lupa3,https://www.lupatech.com.br,"Lupatech S.A., founded in 1980, is a Brazilian company primarily focused on the oil and gas sector, recognized as a leader in the Mercosur region for producing industrial valves and polyester anchoring cables for deepwater platforms. The company offers high-value, specialized products and services including a wide range of valves, well completion tools, special pipe coatings, gas compressors, fiber optic monitoring systems, and general platform services. Lupatech operates through several subsidiaries such as Lupatech Fiber Liners/Fiberware, providing composite tubes and energy distribution poles; Lupatech Microfusion, Mipel, MNA, Ropes, Tecval, and Valmicro, with Valmicro being a leading brand in industrial valves across various industries like petrochemicals, chemicals, pulp and paper, food, pharmaceuticals, and steel. Their products include composite materials (like fiberglass-reinforced polymer poles), internal pipe coatings for oil production, and customized solutions with post-sale and field services. Lupatech emphasizes technological innovation, high quality, and international certifications in its offerings.","['Energy', 'Industrials']","['Mining and oil and gas services', 'Industrial Manufacturing and Processing Machinery and Accessories', 'Manufacturing Components and Supplies']","['Oil and gas extraction and production enhancement services', 'Oil and gas well project management services', 'Oil and gas exploration services', 'Oil and gas data management and processing services']","['Other oilfield support services', 'Well service engineering', 'Well construction management services', 'Oilfield production operations management']","['Oilfield equipment brokerage services', 'Oilfield consultancy services', 'Oilfield certification services', 'Oil and gas technology licensing service', 'Oilfield processing services']"
Inepar,inep4,https://www.inepar.com.br,"Organizações Inepar is a Brazilian engineering company with over 60 years of experience, specializing in integrated infrastructure solutions. Their main business areas include energy generation (design and manufacturing of hydro-mechanical equipment for hydroelectric plants), oil and gas (engineering, supply, construction, maintenance for upstream, midstream, downstream, and distribution sectors), process equipment (pressure vessels, storage tanks, process towers, boilers), ports and mineral yards (equipment and systems for loading/unloading ships, conveyors), material handling (custom cranes and gantries for industries like hydroelectric, automotive, and cement), metro-rail transport (manufacturing, modernization, and refurbishment of passenger trains and metro trucks), electrical systems (substations, transmission, control, and automation systems), and sanitation (industrial sanitation solutions including reservoirs, pumping stations, reactors, separators). The company emphasizes sustainability and integrity through compliance programs, digital process optimization, and environmental projects. Key subsidiaries include ENISA, IESA Projects, IESA Oil & Gas, and IESA Technology & Transport.","['Industrials', 'Energy']","['Industrial Manufacturing and Processing Machinery and Accessories', 'Power Generation and Distribution Machinery and Accessories', 'Mining and oil and gas services', 'Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies', 'Electrical Systems and Lighting and Components and Accessories and Supplies', 'Building and Facility Construction and Maintenance Services', 'Environmental Services']","['Industrial process machinery and equipment and supplies', 'Oil and gas extraction and production enhancement services', 'Power generation', 'Material handling machinery and equipment', 'Environmental management']","['Power generation control equipment', 'Plant equipment', 'Industrial machinery components and accessories', 'Environmental advisory services', 'Waste material handling and recycling systems']","['Electrical control panels for generators', 'Generator control or protection panels', 'Gas turbine control panels', 'Steam turbines control panels', 'Substation load control switchgears']"
Ambipar,ambp3,https://www.moneytimes.com.br,"Money Times is a Brazilian financial news portal focused on delivering impartial journalism and in-depth analysis centered around the economic and investment markets. It offers a variety of content including market news, investment guides, stock recommendations, IPO centralized data, dividend information, and sector-specific vertical content such as cryptocurrency (Crypto Times) and agribusiness (Agro Times). The portal provides real-time data such as stock quotes, portfolio recommendations, and market roundups to assist investors in making informed decisions. Money Times operates as part of the Empiricus Group, which is affiliated with BTG Pactual bank, and also offers branded content and advertising solutions for businesses seeking to engage with a large financially savvy audience. It provides multiple media formats including websites, newsletters, videos, and live programs. Money Times emphasizes educational content on personal investments, financial education, career management, and market consumption trends, but does not offer direct investment advice or recommendations, maintaining journalistic independence.","['Financials', 'Communication Services']","['Financial Instruments, Products, Contracts and Agreements', 'Financial and Insurance Services', 'Published Products']","['Securities', 'Banking and investment', 'Printed media', 'Electronic reference material']","['Investment advice', 'Securities and commodities markets services', 'Electronic publications and music']","['Investment analysis', 'Market data', 'Investment advisers', 'Financial asset management service', 'Stock market trading services']"
Aeris Energy,aeri3,https://www.aerisenergy.com.br,"Aeris Energy is a leading Brazilian company specializing in the manufacturing of wind turbine blades, playing a significant role in the renewable energy industry. Founded in 2010 and headquartered in Ceará, Brazil, within the Pecém Industrial and Port Complex, it leverages advanced technology and strategic location to produce high-quality blades. Aeris continuously invests in research and development and sustainable manufacturing practices to enhance efficiency and minimize environmental impact. Their main product is wind turbine blades. Additionally, Aeris offers comprehensive services including blade inspection, maintenance, and repair; blade life extension; and operation and maintenance (O&M) of wind turbines and wind farms. The company is committed to quality, integrity, social responsibility, environmental sustainability, and fostering a strong organizational culture centered on developing its workforce and generating value. Aeris holds multiple certifications such as ISO 9001, ISO 14001, ISO 45001, and aligns its operations with UN Sustainable Development Goals. Their commitment extends to social programs benefiting local communities and maintaining high standards in health, safety, and environmental management.",['Energy'],['Mining and oil and gas services'],"['Oil and gas extraction and production enhancement services', 'Well drilling and construction services']",['Other oilfield pumping services'],[]
Banco Santander,sanb3,https://www.santander.com.br,"Banco Santander Brasil is the third largest private bank in Brazil and the only international bank with retail scale in the country. It operates as part of the global Grupo Santander, headquartered in Spain, which has a presence in Europe and the Americas. Banco Santander Brasil provides a broad range of financial products and services for individuals, small and medium enterprises, and large corporations, including retail banking, wholesale banking, investment products, credit, financing, loans, insurance, pensions, consortia, and digital banking solutions. The bank emphasizes digital transformation combined with personalized customer service. Additionally, it is strongly committed to sustainability, social impact initiatives, education, microcredit, technological innovation, and cultural investments in Brazil.",['Financials'],['Financial and Insurance Services'],"['Banking and investment', 'Insurance and retirement services', 'Development finance']","['Banking institutions', 'Investment advice', 'Insurance services for structures and property and possessions', 'Pension funds', 'Retirement funds']","['Privately owned banks', 'Investment analysis', 'Financial asset management service', 'Insurance broking fees and commission']"
Banco Santander,sanb4,https://www.santander.com.br,"Banco Santander Brasil is the third largest private bank in Brazil and the only international bank with retail scale in the country. It operates as part of the global Grupo Santander, headquartered in Spain, which has a presence in Europe and the Americas. Banco Santander Brasil provides a broad range of financial products and services for individuals, small and medium enterprises, and large corporations, including retail banking, wholesale banking, investment products, credit, financing, loans, insurance, pensions, consortia, and digital banking solutions. The bank emphasizes digital transformation combined with personalized customer service. Additionally, it is strongly committed to sustainability, social impact initiatives, education, microcredit, technological innovation, and cultural investments in Brazil.",['Financials'],['Financial and Insurance Services'],"['Banking and investment', 'Insurance and retirement services']","['Banking institutions', 'Investment advice', 'Insurance services for structures and property and possessions', 'Pension funds', 'Retirement funds']","['Privately owned banks', 'Financial asset management service', 'Investment analysis', 'Insurance broking fees and commission', 'Employer administered pension funds']"
Dexxos,dexp3,https://www.dexxos.com.br,"Dexxos Participações S.A. is a publicly traded Brazilian holding company established in 1997, listed on the B3 stock exchange. It primarily invests in and controls companies in the chemical and steel sectors. The company holds controlling interests in GPC Química S.A., Apolo Tubos e Equipamentos S.A., and Apolo Tubulars S.A., and shares control with Petrobras in Metanor S.A. and Copenor. Dexxos operates in markets supplying key Brazilian economic sectors such as infrastructure, construction, wood panels, and oil and gas. Its subsidiaries produce chemical products including formaldehyde, resins, methanol, and steel products such as carbon steel tubes, catering to industrial applications. The company emphasizes quality and sustainability, holding certifications like ISO 9001, ISO 14001, and has received various industry and financial recognitions. Dexxos offers products and services across chemical manufacturing (e.g., formaldehyde, resins, methanol), steel manufacturing (carbon steel tubes for petroleum, construction, naval and automotive industries), and related technical support and assistance.","['Materials', 'Industrials']","['Chemicals including Bio Chemicals and Gas Materials', 'Industrial Production and Manufacturing Services']","['Chemical and plastic industries', 'Metal and mineral industries', 'Manufacturing support services']","['Metal smelting and refining and forming processes', 'Non metallic mineral products industry services', 'Material treatment']","['Iron or steel making services', 'Basic metal combination processes services', 'Finishing metal processing services', 'Refining metal services', 'Chemical manufacturing services']"
Automob,amob3,https://www.automob.com.br,"Automob is the largest and most diversified automotive dealership group in Brazil, part of the Simpar Group. Founded in 1995, it operates over 188 dealerships across 12 states and 22 cities, employing more than 5,000 people. Automob represents a comprehensive portfolio of 35 automotive brands covering vehicles such as passenger cars, motorcycles, trucks, buses, agricultural machinery, and heavy equipment. Their main product and service offerings include the sale of new and pre-owned vehicles, vehicle maintenance and repair, vehicle financing and insurance through their own brokerage, and vehicle armoring services. They prioritize excellence in customer service, sustainable business practices, and corporate compliance. Automob's subsidiaries include specialized dealerships like Alta, A.R. Motors, Autostar, Euro Import, Green, HPoint, Original, Quality, RPoint, SeuCarro, Sonnervig, Tietê Caminhões e Ônibus, T-Drive, Transrio Caminhões e Ônibus, and Mundo Caminhão Transrio, serving various market segments and brands with integrated services to meet diverse mobility needs.","['Consumer Discretionary', 'Industrials']",['Vehicles and their Accessories and Components'],"['Motor vehicles', 'Transportation components and systems', 'Vehicle bodies and trailers']","['Passenger motor vehicles', 'Motorized cycles', 'Truck tractors', 'Product and material transport vehicles', 'Specialized and recreational vehicles']","['Automobiles or cars', 'Motorcycles', 'Busses', 'Light trucks or sport utility vehicles', 'Electric vehicles']"
